old_index,zip,locale,city,city_code,lat,lng,dist_to_centre
186, 10075,Upper East Side,"New York City, New York, USA",NYC,40.77041244506836,-73.96220397949219,7.421559110942085
187, 10128,Upper East Side,"New York City, New York, USA",NYC,40.77041244506836,-73.96220397949219,7.421559110942085
188,10023,Upper West Side,"New York City, New York, USA",NYC,40.7884635925293,-73.98106384277344,8.670825585720298
189, 10024,Upper West Side,"New York City, New York, USA",NYC,40.7884635925293,-73.98106384277344,8.670825585720298
190, 10025,Upper West Side,"New York City, New York, USA",NYC,40.7884635925293,-73.98106384277344,8.670825585720298
191,11361,Northeast Queens,"New York City, New York, USA",NYC,40.76263427734375,-73.77169799804688,138.82105205149182
192, 11362,Northeast Queens,"New York City, New York, USA",NYC,40.76045227050781,-73.73175048828125,138.82105205149182
193, 11363,Northeast Queens,"New York City, New York, USA",NYC,40.7597770690918,-73.81729888916016,138.82105205149182
194, 11364,Northeast Queens,"New York City, New York, USA",NYC,40.74716567993164,-73.75824737548828,138.82105205149182
195,11354,North Queens,"New York City, New York, USA",NYC,40.766632080078125,-73.82600402832031,16.82525346335417
196, 11355,North Queens,"New York City, New York, USA",NYC,40.7556266784668,-73.82283020019531,16.82525346335417
197, 11356,North Queens,"New York City, New York, USA",NYC,40.78614044189453,-73.84571075439453,16.82525346335417
198, 11357,North Queens,"New York City, New York, USA",NYC,40.78709411621094,-73.81022644042969,16.82525346335417
199, 11358,North Queens,"New York City, New York, USA",NYC,40.76277160644531,-73.79656982421875,16.82525346335417
200,11365,Central Queens,"New York City, New York, USA",NYC,40.737979888916016,-73.79203033447266,16.82525346335417
201, 11367,Central Queens,"New York City, New York, USA",NYC,40.72498321533203,-73.81964874267578,16.82525346335417
202,11412,Jamaica,"New York City, New York, USA",NYC,40.70334243774414,-73.8001937866211,17.528019334490896
203, 11423,Jamaica,"New York City, New York, USA",NYC,40.70334243774414,-73.8001937866211,17.528019334490896
204, 11432,Jamaica,"New York City, New York, USA",NYC,40.712711334228516,-73.79225158691406,17.528019334490896
205, 11433,Jamaica,"New York City, New York, USA",NYC,40.70000076293945,-73.80000305175781,17.528019334490896
206, 11434,Jamaica,"New York City, New York, USA",NYC,40.67664337158203,-73.77684020996094,17.528019334490896
207, 11435,Jamaica,"New York City, New York, USA",NYC,40.7031135559082,-73.81049346923828,17.528019334490896
208, 11436,Jamaica,"New York City, New York, USA",NYC,40.67469787597656,-73.79882049560547,17.528019334490896
209,11101,Northwest Queens,"New York City, New York, USA",NYC,40.7597770690918,-73.81729888916016,16.82525346335417
210, 11102,Northwest Queens,"New York City, New York, USA",NYC,40.77093505859375,-73.92427062988281,16.82525346335417
211, 11103,Northwest Queens,"New York City, New York, USA",NYC,40.762149810791016,-73.91422271728516,16.82525346335417
212, 11104,Northwest Queens,"New York City, New York, USA",NYC,40.74419403076172,-73.92040252685547,16.82525346335417
213, 11105,Northwest Queens,"New York City, New York, USA",NYC,40.7597770690918,-73.81729888916016,16.82525346335417
214, 11106,Northwest Queens,"New York City, New York, USA",NYC,40.76131057739258,-73.92814636230469,16.82525346335417
215,11374,West Central Queens,"New York City, New York, USA",NYC,40.72867202758789,-73.86115264892578,16.82525346335417
216, 11379,West Central Queens,"New York City, New York, USA",NYC,40.721614837646484,-73.87849426269531,16.82525346335417
217, 11385,West Central Queens,"New York City, New York, USA",NYC,40.7175933,-73.835325,16.82525346335417
218,11691,Rockaways,"New York City, New York, USA",NYC,40.71304702758789,-74.00723266601562,44.04139275981161
219, 11692,Rockaways,"New York City, New York, USA",NYC,40.71304702758789,-74.00723266601562,44.04139275981161
220, 11695,Rockaways,"New York City, New York, USA",NYC,40.71304702758789,-74.00723266601562,44.04139275981161
221, 11697,Rockaways,"New York City, New York, USA",NYC,40.71304702758789,-74.00723266601562,44.04139275981161
222,11004,Southeast Queens,"New York City, New York, USA",NYC,40.740699768066406,-73.71196746826172,82.43924398437728
223, 11005,Southeast Queens,"New York City, New York, USA",NYC,40.7597770690918,-73.81729888916016,82.43924398437728
224, 11411,Southeast Queens,"New York City, New York, USA",NYC,40.69364929199219,-73.73532104492188,82.43924398437728
225, 11413,Southeast Queens,"New York City, New York, USA",NYC,40.671424865722656,-73.75016784667969,82.43924398437728
226, 11422,Southeast Queens,"New York City, New York, USA",NYC,40.66258239746094,-73.73471069335938,82.43924398437728
227, 11426,Southeast Queens,"New York City, New York, USA",NYC,40.730037689208984,-73.72066497802734,82.43924398437728
228, 11427,Southeast Queens,"New York City, New York, USA",NYC,40.728824615478516,-73.7470932006836,82.43924398437728
229, 11428,Southeast Queens,"New York City, New York, USA",NYC,40.71749496459961,-73.7420654296875,82.43924398437728
230, 11429,Southeast Queens,"New York City, New York, USA",NYC,40.709251403808594,-73.74080657958984,82.43924398437728
231,11414,Southwest Queens,"New York City, New York, USA",NYC,40.664024353027344,-73.8473129272461,16.82525346335417
232, 11415,Southwest Queens,"New York City, New York, USA",NYC,40.70730209350586,-73.82989501953125,16.82525346335417
233, 11416,Southwest Queens,"New York City, New York, USA",NYC,40.68486785888672,-73.85067749023438,16.82525346335417
234, 11417,Southwest Queens,"New York City, New York, USA",NYC,40.678619384765625,-73.84561157226562,16.82525346335417
235, 11418,Southwest Queens,"New York City, New York, USA",NYC,40.69807815551758,-73.83380126953125,16.82525346335417
236, 11419,Southwest Queens,"New York City, New York, USA",NYC,40.68809127807617,-73.82447814941406,16.82525346335417
237, 11420,Southwest Queens,"New York City, New York, USA",NYC,40.67636489868164,-73.81478881835938,16.82525346335417
238, 11421,Southwest Queens,"New York City, New York, USA",NYC,40.69264221191406,-73.85643005371094,16.82525346335417
239,11368,West Queens,"New York City, New York, USA",NYC,40.74618911743164,-73.86051177978516,16.82525346335417
240, 11369,West Queens,"New York City, New York, USA",NYC,40.76178741455078,-73.87403869628906,16.82525346335417
241, 11370,West Queens,"New York City, New York, USA",NYC,40.7597770690918,-73.81729888916016,16.82525346335417
242, 11372,West Queens,"New York City, New York, USA",NYC,40.75120544433594,-73.8836441040039,16.82525346335417
243, 11373,West Queens,"New York City, New York, USA",NYC,40.740936279296875,-73.87846374511719,16.82525346335417
244, 11377,West Queens,"New York City, New York, USA",NYC,40.7597770690918,-73.81729888916016,16.82525346335417
245, 11378,West Queens,"New York City, New York, USA",NYC,40.724281311035156,-73.903076171875,16.82525346335417
246,10302,Port Richmond,"New York City, New York, USA",NYC,40.633323669433594,-74.13654327392578,14.05389881069156
247, 10303,Port Richmond,"New York City, New York, USA",NYC,40.633323669433594,-74.13654327392578,14.05389881069156
248, 10310,Port Richmond,"New York City, New York, USA",NYC,40.631866455078125,-74.11547088623047,14.05389881069156
249,10306,South Shore,"New York City, New York, USA",NYC,40.5369987487793,-74.16100311279297,23.486655953138794
250, 10307,South Shore,"New York City, New York, USA",NYC,40.5369987487793,-74.16100311279297,23.486655953138794
251, 10308,South Shore,"New York City, New York, USA",NYC,40.5369987487793,-74.16100311279297,23.486655953138794
252, 10309,South Shore,"New York City, New York, USA",NYC,40.5369987487793,-74.16100311279297,23.486655953138794
253, 10312,South Shore,"New York City, New York, USA",NYC,40.5369987487793,-74.16100311279297,23.486655953138794
